created_at,id,title,url,num_points,num_comments,author,hours
2015-12-16 02:50:00,10742048,Ask HN: What do you guys think about Shark Tank (the TV program from abc)?,,7,6,pedrodelfino,2
2015-11-19 03:54:00,10592631,Ask HN: Short Survey About Programming vs. Engineering,,5,1,choxi,3
2016-07-29 13:58:00,12186822,Ask HN: Simple rules inspired by Rust ownership in C++?,,4,1,netgusto,13
2016-06-25 15:01:00,11976526,Ask HN: How do you cope with routine in your daily programming job?,,7,3,wofo,15
2015-10-07 00:15:00,10343349,Ask HN: What's a proud hack of yours?,,16,9,diego,0
2015-12-26 18:09:00,10794705,Ask HN: In a difficult situation at work. Need advice,,56,66,helplessdev,18
2016-01-18 21:37:00,10927162,Ask HN: Why is cancer trending?,https://www.google.com/trends/explore#q=%2Fm%2F0qcr0,2,1,carlsborg,21
2016-07-09 14:49:00,12061456,Ask HN: TeamViewer alternative?,,4,3,pvinis,14
2016-07-09 23:37:00,12063850,Ask HN: What is the Unique Selling Point of each programming language?,,7,8,bakery2k,23
2016-04-08 20:20:00,11457594,Ask HN: Is this acceptable?,,6,2,annoyeduser,20
2016-08-21 17:30:00,12331776,Ask HN: Is SteemIt a scam?,,2,6,charlesism,17
2016-04-20 21:38:00,11537934,Ask HN: Would you use a git for data?,,14,10,sha1-1b141e,21
2015-10-12 21:46:00,10377132,Ask HN: More sites like HN? 1300 days later,,8,6,polym,21
2015-12-25 03:25:00,10790306,Ask HN: Freelance Web Development,,3,2,poveritysucks,3
2016-04-11 22:16:00,11475605,Ask HN: How much does company name matter on a resume?,,5,6,sweetsweetpie,22
2016-09-13 06:25:00,12485996,Ask HN: Middle way between being the boss and being a slave?,,3,2,cureyourhead,6
2015-11-24 04:26:00,10619126,"Ask HN: If Donald Knuth woke up 10,000 years ago, how would he build a computer?",,10,11,backpropagated,4
2016-07-16 15:01:00,12106533,Ask HN: Any devs interested in messaging app?,,1,2,warewolf,15
2016-03-23 00:38:00,11341174,Ask HN: What makes a Senior Dev,,42,29,probinso,0
2016-05-13 14:45:00,11690681,Ask HN: Whether to change the name of startup?,,2,7,svirelka,14
2015-09-21 14:57:00,10252714,Ask HN: What are you working on this week?,,10,12,chilicuil,14
2016-05-25 14:16:00,11769897,Ask HN: What's your technique to damage-control interruptions to flow?,,2,2,djanowski,14
2016-07-22 11:16:00,12142883,Ask HN: Pricing for tailored solutions,,2,2,selmat,11
2015-09-26 20:33:00,10284334,Ask HN: What's the most interesting thing in technology in 2015?,,5,6,aa10ll,20
2016-01-26 16:04:00,10974065,"Ask HN: Has anybody built Tinder/Imgur style mailboxes, GTD, email?",,1,1,visakanv,16
2016-07-14 06:31:00,12092022,Ask HN: Developer Friendly Laptops?,,4,2,conqrr,6
2016-01-03 18:57:00,10831749,Ask HN: Things to do in San Francisco?,,8,7,olalonde,18
2016-05-20 10:39:00,11736794,Ask HN: Are you building something?  How long for? How much longer to go?,,1,5,hoodoof,10
2016-04-07 22:55:00,11451356,Ask HN: Why is it still not possible to search an S3 bucket?,,4,1,hoodoof,22
2016-04-20 05:08:00,11532375,Ask HN: How would Leonardo Da Vinci be using the internet?,,10,6,kfalion,5
2016-09-13 01:58:00,12485128,Ask HN: Why doesn't Paul Graham give more public talks?,,1,1,soheil,1
2015-10-01 11:38:00,10310442,Ask HN: feature request - page cache,,1,1,Galanwe,11
2016-02-03 16:46:00,11027508,Ask HN: How do you feel about the ethics of what you do as a programmer?,,2,2,J-dawg,16
2016-05-28 14:53:00,11791832,Ask HN: What do you want to learn in 2016?,,63,125,brown-dragon,14
2015-11-10 04:52:00,10537688,Ask HN: Suggestions on good resources to get started with 'OM.Next',,1,1,tacticiankerala,4
2015-10-05 15:35:00,10332488,Ask HN: How does Amazon keep its best engineers from quitting?,,11,6,Flopsy,15
2016-09-16 21:19:00,12517437,Ask HN: What is the most novel program you saw?,,4,2,mrwnmonm,21
2016-02-25 02:57:00,11172060,Ask HN: Who will GitHub acquire?,,15,5,curiousisgeorge,2
2016-07-19 08:52:00,12120631,Ask HN: Document Conversion from DocX and Other FileFormats to a Specific XSD,,2,1,realmunk,8
2016-02-27 13:17:00,11186999,"Ask HN: Broke, no money for rent or food? What should I do?",,9,17,tevlon,13
2016-01-14 22:42:00,10905330,Ask HN: Udemy's Complete Web Developer Course  Yes? No? Maybe?,,2,2,neilmack,22
2016-05-14 14:06:00,11696178,Ask HN: How would you gracefully exit your startup?,,2,4,ichinisanshi,14
2016-07-13 03:25:00,12083714,Ask HN: Anyone running a SaaS based on machine learning?,,16,3,osazuwa,3
2016-05-02 22:54:00,11616404,Ask HN: What's the process of writing a new programming language?,,14,13,audace,22
2016-04-06 03:19:00,11436383,Ask HN: What is in a modern web framework?,,2,2,chvid,3
2016-05-03 17:24:00,11622584,"Ask HN: How DoesNever Remember This Credit Card, Not Remember the Credit Card?",,1,2,rickdale,17
2016-01-13 16:40:00,10895549,"Ask HN: YC Fellowship, was it succesful? Will it be repeated?",,3,2,GFischer,16
2016-06-25 15:35:00,11976669,Ask HN: Would you use Tor to connect to your distributed servers?,,6,7,merqurio,15
2016-07-22 06:34:00,12142046,Ask HN: What will be consequences if Ymail is shut down permanently?,,2,2,priteshjain,6
2016-07-23 21:15:00,12151031,Ask HN: What are your maxvisit and minaway settings?,,2,1,ahmedfromtunis,21
2016-02-19 20:59:00,11136579,Ask HN: Do you still read RSS feeds?,,34,40,nodivbyzero,20
2016-08-31 19:56:00,12401013,Ask HN: Do you rely more on data or intuition when making product decisions?,,3,3,kierantie,19
2016-04-06 05:41:00,11436836,Ask HN: How to network in Bay Area?,,3,1,um304,5
2016-04-28 16:37:00,11590090,Ask HN: Is anybody doing something productive with IBM Watson or is it just BS?,,62,51,maxxxxx,16
2016-06-08 19:43:00,11865028,Ask HN: How do you pick your next book?,,4,12,thakobyan,19
2016-05-15 11:35:00,11700520,Ask HN: What things would you like your children to learn?,,5,6,glaberficken,11
2016-04-12 16:49:00,11481185,Ask HN: What should be my salary?,,1,1,iyogeshjoshi,16
2015-12-22 14:42:00,10777965,Ask HN: Where do you store your side projects?,,8,14,yungGeez,14
2016-07-23 06:26:00,12148592,Ask HN: What to do when a company's second engineering hire is horrible?,,13,10,journeyadv,6
2016-08-18 20:12:00,12315997,Ask HN: Digital Nomads Who Stopped Wandering- Where Did You Settle?,,9,6,cdvonstinkpot,20
2016-02-26 08:58:00,11180498,Ask HN: A blog on startups and business ideas,,1,2,DanPir,8
2016-02-16 17:34:00,11111557,Ask HN: How do I contact a recruiter?,,17,31,mattchue,17
2016-03-20 22:05:00,11324900,Ask HN: How much do you make working as a CRUD dev?,,11,6,bo_Olean,22
2016-02-01 18:42:00,11014128,Ask HN: Why should (or shouldn't) I use Intersystem's Cache?,,3,2,jklein11,18
2016-01-18 15:27:00,10924877,Ask HN: What sites do you use to find contract work?,,358,162,the_wheel,15
2016-09-07 18:33:00,12445825,"Ask HN: When did the terms Front-End, Back-End, and Full-Stack become prevalent?",,2,2,ncarlson,18
2016-09-03 17:25:00,12420057,Ask HN: Breadth vs. Value in product design,,4,6,ErikVandeWater,17
2016-01-24 20:29:00,10963883,Ask HN: How can I become smarter?,,6,7,_privateer,20
2015-12-19 19:01:00,10764467,Ask HN: How I do learn more about test driven development?,,1,2,jklein11,19
2016-04-02 10:47:00,11411039,Ask HN: How critical was time-to-market?,,2,4,sigmaml,10
2016-09-22 06:25:00,12554849,Ask HN: Audio books for developers?,,2,1,source99,6
2016-08-22 19:28:00,12338746,Ask HN: Google Recruiter contact etiquette,,7,9,jbooj,19
2016-02-03 23:43:00,11030868,Ask HN: What is your trusted system for GTD?,,17,15,gammabeta,23
2015-09-11 00:07:00,10201300,Ask HN: Any problems with the new TLDs?,,3,3,Monstergrep,0
2015-12-01 01:24:00,10653100,Ask HN: Do most startups work 65 hours a week?,,6,14,nullundefined,1
2016-08-04 23:45:00,12229235,Ask HN: Will more women study computer science after smartphones and tablets?,,1,1,dnprock,23
2016-08-09 17:50:00,12256412,Ask HN: Why does Google 404 serve invalid HTML?,,1,2,philip1209,17
2016-01-06 15:49:00,10851088,Ask HN: Why do companies struggle to find relevant insights in business data?,,3,3,cneumann81,15
2016-05-14 06:20:00,11694755,Ask HN: Peer to peer learning,,1,2,pal_25,6
2016-06-20 23:43:00,11942503,Ask HN: What's the best way to leave a new job,,14,12,penguinlinux,23
2016-03-09 04:44:00,11250987,Ask HN: What resource allocation strategies do IaaS providers use?,,1,2,push7joshi,4
2015-12-02 16:20:00,10663838,Ask HN: Feedback on text-based food delivery concept?,,2,5,jmzbond,16
2015-09-24 22:38:00,10275261,Ask HN: What SDK do you use in your mobile app?,,2,1,wkoszek,22
2016-08-30 02:44:00,12387116,Ask HN: How do I hire for jobs I'm not an expert in?,,3,1,wfoweoi,2
2016-06-16 01:59:00,11913480,Ask HN: Books of Problem Sets,,2,4,_spoonman,1
2016-03-04 21:35:00,11227024,Ask HN: What are the most clever email collecting pop-overs that you've seen?,,2,2,Huhty,21
2016-08-17 12:12:00,12304046,Ask HN: Why are modern Intel CPUs not getting a lot more cores?,,40,69,trapperkeeper79,12
2016-03-09 22:51:00,11256272,Ask HN: Any coding workflow for using the repl?,,1,2,tonyle,22
2016-04-26 06:42:00,11569882,Ask HN: Is Let's Encrypt for CPanel Trustworthy?,,4,2,exolymph,6
2015-11-18 22:15:00,10591169,Ask HN: How do I get started with open source?,,1,1,haack,22
2015-12-22 10:55:00,10776967,Ask HN: What happens after your site is ready for launch? How to get traffic?,,4,6,supersan,10
2016-08-16 17:33:00,12299045,Ask HN: Invite me to lobste.rs,,5,5,ffggvv,17
2016-05-02 23:49:00,11616759,Ask HN: How do you learn to read source code?,,5,7,ywecur,23
2015-10-30 18:28:00,10479595,Ask HN: How to learn Rust without learning to program?,,1,5,sanosuke,18
2016-01-03 21:14:00,10832424,Ask HN: What's the difference between SF and NY tech work culture?,,17,3,aurelius83,21
2015-11-26 09:55:00,10632208,Ask HN: How much would the Raspberry Pi Zero cost in the 1980's?,,3,3,gloves,9
2015-09-14 14:34:00,10215239,Ask HN: Is it common knowledge that Yahoo benefits from (relies on?) adware?,,1,1,superplussed,14
2016-08-05 00:21:00,12229340,Ask HN: How did you recover from failure?,,4,3,lighttower,0
2015-10-16 17:54:00,10400947,Ask HN: How to switch from software engineering to sales,,2,4,asimjalis,17
2015-10-13 02:36:00,10378252,Ask HN: Is it okay to change jobs within a year of starting?,,18,15,confImmigr,2
2015-10-01 10:40:00,10310266,Ask HN: Computer Generated Non-Existant Human Face (realistic)?,,1,1,frade33,10
2016-06-05 06:29:00,11839903,Ask HN: Top stories and best stories in the HN API?,,3,1,kiloreux,6
2016-09-07 11:02:00,12442257,Ask HN: Why Twitter,,2,6,DanielBMarkham,11
2015-10-13 18:48:00,10382577,Ask HN: I can't make the Lean Startup Conference  want to buy my ticket?,,5,3,rmkahler,18
2016-08-21 15:03:00,12331146,Ask HN: Which payment provider do you use?,,3,4,bert2002,15
2016-04-29 21:24:00,11598859,Ask HN: How do you think this site works?,,1,2,aerovistae,21
2016-04-12 02:51:00,11476880,Ask HN: Alternatives to Credit Rating Agency Cartel,,1,1,Kinnard,2
2015-11-11 22:09:00,10549703,Ask HN: Who hires Infosys and Cognizant?,,11,6,Taylor_OD,22
2016-05-26 13:45:00,11777856,Ask HN: Are eshares' 409a valuations independent and able to withstand audits?,,5,2,Dawoodi,13
2016-09-01 16:27:00,12406614,Ask HN: A reasonable deployment solution for small-scale kiosk apps?,,4,3,c61746961,16
2016-05-03 16:06:00,11621849,Ask HN: What do you do while you're waiting for code to compile?,,10,9,karmacondon,16
2016-08-10 05:58:00,12259772,"Ask HN: 8 years working, now 3-4 months off to learn. Looking for advice",,218,117,ramblerman,5
2015-10-22 17:58:00,10433743,Ask HN: Where do you get your reading material from?,,2,1,blabla_blublu,17
2015-10-25 21:53:00,10448595,Ask HN: How to raise a hacker?,,35,37,orless,21
2016-01-25 04:20:00,10965537,Ask HN: Linode equivalent of Dedicated Server?,,7,5,rk0567,4
2016-09-16 11:46:00,12513335,Ask HN: What's your best marketing automation techniques?,,2,5,rloc,11
2016-08-18 21:44:00,12316527,Ask HN: Do you accept LinkedIn connection requests from recruiters?,,11,16,johnhess,21
2016-08-21 07:46:00,12329892,Ask HN: How to obtain the FB activity logs of a missing person?,,8,6,aanastasov,7
2016-05-06 17:37:00,11645441,"Ask HN: How exactly apart from taxes, can  income inequality be reduced?",,7,26,max_,17
2016-09-23 20:23:00,12567681,Ask HN: Do you think a CLI-based SaaS would be useful?,,3,1,prmph,20
2016-01-03 19:08:00,10831800,Ask HN: 2 page or 1 page resume?,,8,17,testpass,19
2016-05-22 10:33:00,11748036,Ask HN: Why is it still so hard to host your own email/calendar that just works?,,91,83,thalev,10
2016-04-11 16:10:00,11472538,Ask HN: Why do you people make open-source projects?,,1,9,karimdag,16
2016-01-06 00:50:00,10847459,Ask HN: How do I get notified of comments?,,4,4,eibrahim,0
2016-03-07 16:45:00,11239849,Ask HN: Why did Google Buzz fail?,,6,6,acidfreaks,16
2015-12-09 17:35:00,10705181,Ask HN: How did you determine if you and cofounder could work together?,,7,5,a_lifters_life,17
2016-05-18 03:37:00,11719552,Ask HN: Cheapest computer to run linux?,,2,8,basicscholar,3
2016-02-10 14:51:00,11073072,Ask HN: What do you use to backup your data / family photos?,,1,1,sergiotapia,14
2016-03-19 12:47:00,11318300,Ask HN: How do you manage complexity in large JavaScript applications,,9,11,harshitj,12
2015-10-03 19:46:00,10325099,Ask HN: How to block marketing trackers in Gmail,,1,2,gavreh,19
2015-09-27 18:27:00,10287388,Ask HN: Difficulty taking charge as PM,,1,1,ls66,18
2016-08-20 10:08:00,12325927,Ask HN: What web framework should I use nowadays?,,20,49,ehsan_akbari,10
2016-02-02 02:39:00,11017340,Ask HN: Anyone from Malaysia on HN?,,1,1,tixocloud,2
2016-01-25 03:23:00,10965384,Ask HN: What's a hobby?,,4,4,miguelrochefort,3
2016-03-23 15:04:00,11345106,Ask HN: Does GitHub seem slow to anyone else lately?,,3,3,cjstewart88,15
2015-09-09 15:08:00,10191889,"Ask HN: Startup owners/employees, would you use a service like this?",,9,2,tom3k,15
2015-12-28 01:47:00,10799431,Ask HN: Why is the software ecosystem of single-board computers so ugly?,,44,37,hexman,1
2015-10-24 17:58:00,10444332,Ask HN: What is the secret sauce to be accepted into Y Combinator?,,5,4,bambang150,17
2015-11-28 02:17:00,10639735,Ask HN: How well are 4k monitors supported under Linux?,,10,6,pmoriarty,2
2016-03-04 15:45:00,11224459,Ask HN: Which payments processors to use for recurring subscriptions in India?,,10,8,superasn,15
2015-09-11 01:39:00,10201549,Ask HN: What's your 1-man startup?,,57,65,cmacole,1
2016-03-14 12:12:00,11282327,Ask HN: Who is most likely to develop true AI?,,39,60,bossx,12
2016-01-16 00:24:00,10913407,Ask HN: Are we heading to a new Black Monday?,,4,2,the-dude,0
2016-06-20 10:25:00,11937132,Ask HN: Profitable SaaS? How did you grow your business?,,295,109,hackathonguy,10
2016-01-03 16:37:00,10831142,Ask HN: How do you remember what you read?,,12,12,dynamic99,16
2015-10-25 22:17:00,10448687,Ask HN: Should I maintain a daily journal of my thoughts?,,13,12,textread,22
2016-09-20 18:20:00,12541891,Ask HN: Thinking about making a website to teach people Excel. Good idea?,,1,3,Im_a_throw_away,18
2016-04-06 08:47:00,11437516,Ask HN: Best payment solution for intermediary company,,1,2,pixiez,8
2016-03-22 15:44:00,11337379,Ask HN: How does submitting a patent for an app/website/browser extension work?,,2,3,simonebrunozzi,15
2016-05-30 19:57:00,11802820,Ask HN: Has YC changed it's MO for acceptance?,,3,2,katpas,19
2015-11-16 21:50:00,10577487,"Ask HN: Why are GMT{+,-}N timezones sometimes reversed?",,2,1,zensavona,21
2016-06-04 14:50:00,11836517,Ask HN: Would anyone use an API for sports data?,,26,51,romellogoodman,14
2016-01-19 13:51:00,10930697,Ask HN: Should Chrome support Android apps?,,2,2,jlebrech,13
2016-09-15 08:40:00,12504382,Ask HN: Suggestion on Automated Testing Suit(E2E) for NodeJs/ReactRedux App?,,3,2,sunasra,8
2016-05-02 14:05:00,11611434,Ask HN: Server-side web framework in Swift/ObjectiveC?,,1,2,tango12,14
2016-06-09 18:54:00,11871495,Ask HN: My daughter wants to build a web site,,2,4,todd8,18
2016-03-25 10:04:00,11359266,Ask HN: How do you integrate remote developers?,,127,90,tnitsche,10
2016-07-01 19:01:00,12018813,Ask HN: Resources for learning how to hand-write modern x86-64 assembly?,,2,2,sdegutis,19
2016-03-04 00:27:00,11221111,Ask HN: Are 300 ms considered acceptable latency for browser-internal URLs?,,7,1,currysausage,0
2015-12-03 15:35:00,10670091,Ask HN: Apple and Google browser/OS bundling today vs. Microsoft circa 2000,,2,1,edtrudeau,15
2016-03-18 19:55:00,11314449,Ask HN: How much do you make at Google?,,193,81,googsomeday,19
2016-04-16 14:19:00,11510673,Ask HN: Has Google Stopped Showing Page Rank to Public?,,2,1,techaddict009,14
2016-08-07 20:57:00,12243611,Ask HN: What book have you given as a gift?,,360,514,schappim,20
2016-09-04 14:17:00,12424446,Ask HN: What would you improve about human body?,,2,3,ne01,14
2016-06-12 05:15:00,11886753,"Ask HN: Need advice.My story:Once an $90k jQuery developer,now a useless lamer",,27,16,baybal2,5
2016-06-06 06:21:00,11844999,Ask HN: Password Schema Site,,3,3,hactually,6
2016-03-22 22:38:00,11340492,Ask HN: Critique of logo design ideas,,1,3,c_prompt,22
2015-11-28 03:03:00,10639834,Ask HN: Using a rented apartment for office space?,,8,7,HomeOffice,3
2016-01-30 01:40:00,11000073,Ask HN: Did you ever consider dropping out?,,8,21,amjaeger,1
2016-05-02 10:52:00,11610435,Ask HN: How do you deal with abrasive personalities?,,3,4,grafelic,10
2016-07-14 19:24:00,12096534,Ask HN: Which startups will expand internationally in the next 1-2 years?,,9,3,rsmoore215,19
2015-11-13 11:04:00,10559148,Ask HN: Best desktop android running as VM?,,4,8,botw,11
2016-05-19 22:55:00,11734492,Ask HN: Is this a billion dollar business idea?,,3,5,thrwawy20160421,22
2016-07-05 18:51:00,12038660,Ask HN: How to move from architecture to cod,,1,2,drieddust,18
2016-04-01 11:26:00,11404062,Ask HN: Is it stupid to store GB's of data without a DBMS/DS/etc?,,2,7,erik14th,11
2015-09-09 15:16:00,10191938,Ask HN: How do you feel about ad blockers?,,29,40,slsii,15
2016-09-16 11:47:00,12513340,Ask HN: Can you help this quadriplegic organise their medical information?,,4,1,escapologybb,11
2015-10-05 19:36:00,10334264,Ask HN: Burnt out in job after 9 months,,7,10,password03,19
2016-01-27 23:24:00,10984425,Ask HN: What's your favorite physics demonstration?,,1,1,CarolineW,23
2016-08-30 14:48:00,12390627,Ask HN: How do I perform given a 1 month probation period?,,8,22,pzk1,14
2016-01-15 16:53:00,10910454,Ask HN: Have you ever changed your DBMS for a site running in production?,,3,4,poops,16
2016-03-04 21:13:00,11226904,Ask HN: Are there companies willing to sponsor visas for interns?,,1,4,noobie,21
2016-01-10 17:35:00,10876138,Ask HN: Why doesn't somebody buy every combination of the Powerball?,,10,15,hanniabu,17
2016-08-01 04:44:00,12200240,Ask HN: How do you know if an idea is worth running with?,,2,3,alexbanks,4
2016-02-24 03:39:00,11164378,Ask HN: Is it worth the Scala's Ordeal?,,1,3,basicscholar,3
2016-09-24 16:03:00,12571426,Ask HN: Why not openai hire using a kaggle competition?,,2,5,master_yoda_1,16
2016-08-29 22:13:00,12385873,Ask HN: Single-user task and project management recs?,,6,5,bradleyankrom,22
2015-12-25 10:31:00,10790890,Ask HN: What is your favorite Christmas fable?,,3,3,atmosx,10
2015-10-09 00:47:00,10357414,"Ask HN: Twitter ads support disaster, what to do?",,2,1,binarycrusader,0
2016-04-07 20:12:00,11450253,Ask HN: How long would it take to crack the Enigma Code now?,,13,4,mangeletti,20
2016-02-14 20:27:00,11099836,Ask HN: Why is there only one Reddit?,,8,6,fyrejuggler,20
2015-09-22 04:41:00,10256652,Ask HN: Need advice on startup options,,23,13,optionadvice,4
2016-07-24 21:28:00,12154997,Ask HN: Does anyone knows anything about pokemon go tech stack and architecture?,,3,1,pedrorijo91,21
2016-06-10 01:01:00,11873561,Ask HN: Chromium for Windows (64) from an official and secure source,,1,3,mitm2mitm,1
2015-10-27 04:15:00,10456290,Ask HN: Should I deploy my code and lay off 80 people?,,82,62,nowherenice,4
2015-11-09 19:35:00,10535244,Ask HN: Best place for programmers to blog about code?,,3,6,jcuga,19
2016-08-19 16:25:00,12321200,Ask HN: How important is general knowledge to you?,,2,3,inputcoffee,16
2016-02-24 05:16:00,11164708,Ask HN: How do you track what you learn?,,7,9,pipu,5
2016-01-18 19:32:00,10926339,Ask HN: Are any startups working on text-to-speech?,,36,43,bossx,19
2015-12-10 16:22:00,10711421,Ask HN: Used to work for a YC backed company when I was 15,,3,7,kelvincobanaj,16
2015-11-09 11:49:00,10532504,Ask HN: Can you imagine using VR for things such as gaming?,,5,1,gloves,11
2015-12-11 21:56:00,10720381,Ask HN: Fair equity split after prototype and First client?,,2,2,d--b,21
2016-08-30 12:43:00,12389469,Ask HN: Would Elon Musk Make a Better President Than Hillary?,,7,6,christmm,12
2016-03-15 00:41:00,11286689,Ask HN: Why does no one talk about greenhouse gas reclamation?,,3,1,enknamel,0
2015-10-16 17:48:00,10400907,Ask HN: Why have none of the ~940 YC companies ever gone public via IPO?,,28,23,RockyMcNuts,17
2016-06-15 09:04:00,11908006,Ask HN: Early adopters for hire,,3,2,d_luaz,9
2016-09-16 03:54:00,12511714,Ask HN: Finding a partner for a unique request,,1,2,newman8r,3
2016-04-18 22:01:00,11523457,Ask HN: IaaS/PaaS providers for India region,,1,2,pbhowmic,22
2016-01-27 02:25:00,10977809,Ask HN: New OS X Calculator?,,1,2,dyeje,2
2016-08-21 08:42:00,12330029,Ask HN: Why has the downvoting timelimit been reduced?,,46,78,aaron695,8
2016-04-30 11:03:00,11601247,Ask HN: Is a simple life desirable to you? Why or why not?,,4,4,personlurking,11
2016-04-16 08:47:00,11509870,Ask HN: Think of novel ways AI may not be able to overwrite us,,1,3,bbunqq,8
2016-02-10 19:56:00,11075500,Ask HN: Could we please stop using the term 'bro'?,,3,4,jacquesm,19
2016-08-04 08:13:00,12224167,Ask HN: Does Prezi still run their bug bounty program?,,2,4,foota,8
2016-04-08 15:40:00,11455449,Ask HN: What to do when a Chinese startup clones your website?,,131,128,bflesch,15
2016-07-08 21:06:00,12058647,Ask HN: TDD-Oriented Resources for Learning iOS/Swift Programming?,,8,6,cauterized,21
2016-04-28 03:58:00,11586496,Ask HN: Canadian visa woes. Should I try Australia?,,22,32,visawoes,3
2015-11-03 19:24:00,10501877,Ask HN: Why upvotes not raising my karma?,,8,12,cdvonstinkpot,19
2016-09-06 17:22:00,12437608,Ask HN: Beside Java what languages have a strong tooling/IDE ecosystem on Linux?,,4,7,soulbadguy,17
2016-02-14 21:23:00,11100074,Ask HN: Where have you decided to move your Parse apps?,,4,2,bikamonki,21
2016-05-05 10:30:00,11634994,Ask HN: Machine Learning overview for non-engineers,,8,3,servo,10
2015-12-09 11:09:00,10703020,Ask HN: What would happen if everyone was a whistleblower on 1 JAN 2016?,,1,3,cvs268,11
2016-05-08 12:47:00,11653813,Ask HN: How's your experience running Linux on a macbook?,,3,3,cmdz0rd,12
2016-05-17 00:59:00,11710698,Ask HN: Just how many developers am I competing against?,,2,1,prmph,0
2016-08-30 19:17:00,12393039,Ask HN: Anybody using web components (or Polymer) in production?,,13,4,bananaoomarang,19
2016-02-23 18:44:00,11161199,Ask HN: Does HN move too fast for 'Ask HN'?,,51,11,J-dawg,18
2016-08-15 18:10:00,12292248,Ask HN: I'm a generalist developer I'd like to specialise. What should I choose?,,17,7,slice-beans,18
2015-09-25 05:58:00,10276583,Ask HN: Want to contribute in Open source implementation of research papers,,9,14,gamekathu,5
2016-03-17 18:21:00,11306382,Ask HN: Does anyone still use Del.icio.us?,,1,4,rayascott,18
2016-07-22 17:13:00,12144948,Ask HN: What features would make up the ultimate person finance tool for you?,,2,2,alexkehr,17
2016-04-21 20:19:00,11545053,Ask HN: Best single board computer for computer vision?,,3,7,jgotti92,20
2016-09-19 12:54:00,12531025,Ask HN: Should I give equity to early employees?,,1,2,a3b2,12
2015-11-23 23:57:00,10618212,Ask HN: Developer performance metrics?,,6,18,canterburry,23
2016-01-18 20:20:00,10926639,Ask HN: Who moderates HN?,,1,1,chirau,20
2015-12-10 01:15:00,10708199,Ask HN: Can chess be used for crypto communication?,,3,4,capex,1
2016-03-08 13:45:00,11245136,Ask HN: What are you paying less than $10/month for?,,3,5,mukgupta,13
2015-09-20 14:13:00,10247562,Ask HN: What is your take on the theory of disruption?,,3,1,bobosha,14
2015-12-09 14:56:00,10703936,Ask HN: Do you want a service which will alert you about an airfare drop?,,1,2,s-stude,14
2016-07-12 07:31:00,12077364,Ask HN: How can I demonstrate value as an onshore developer?,,3,1,J-dawg,7
2016-01-20 19:09:00,10940509,"Ask HN: Founders, how do you keep up genuine networking with a family and startup?",,2,1,leandot,19
2016-08-25 10:49:00,12358060,Ask HN: What's the limits of planetary imaging?,,2,2,forgottenacc56,10
2015-10-28 13:38:00,10464326,Ask HN: Which pricing would you recommend? One-time payment or subscription?,,2,2,To_soo,13
2016-08-10 10:51:00,12260700,Ask HN: Is there a concept to icon mapping dictionary?,,5,2,scandox,10
2016-08-30 11:08:00,12388962,Ask HN: How did you launch your product?,,23,15,palakz,11
2016-07-29 08:01:00,12185525,Ask HN: How do you market your software startup/app?,,12,9,palerdot,8
2016-01-28 21:27:00,10991500,"Ask HN: Configuration Management in 2016, how are you doing it?",,2,3,aprdm,21
2016-08-25 12:47:00,12358563,Ask HN: Learn another programming language,,3,2,aaossa,12
2016-04-04 19:12:00,11424514,Ask HN: What's hot on machine learning today?,,6,7,aaossa,19
2016-05-07 20:34:00,11651250,Ask HN: Student loan for international students?,,1,2,rustymirror,20
2016-08-29 19:33:00,12384582,Ask HN: Where do you get your news from?,,1,2,ajsbae,19
2016-04-22 22:18:00,11552924,Ask HN: How Did My ISP MITM a TLS Connection to the Pirate Bay?,,19,4,tls-intercepted,22
2015-11-17 06:42:00,10579526,Ask HN: Tor accessibility for throwaways?,,5,6,fabulist,6
2016-06-06 06:25:00,11845015,Ask HN: What are some ways to work with large amounts of data quickly?,,5,8,nstart,6
2015-10-07 23:21:00,10349846,Ask HN: How to find a job in the bay area quickly?,,16,7,bonobo3000,23
2016-05-29 23:54:00,11798821,Ask HN: Have any of you switched to Bash on Windows?,,70,65,ywecur,23
2016-06-19 06:03:00,11931977,"Ask HN: Can't come up with a good startup idea, shall I just get a job?",,8,10,nnd,6
2016-04-07 00:43:00,11443685,Ask HN: Bay Area Hack Nights?,,1,2,horsecaptin,0
2016-02-02 00:20:00,11016781,Ask HN: Why the hell can't you return my email?,,8,14,flippyhead,0
2016-02-15 06:53:00,11101878,Ask HN: Your thoughts about online developer recruitment tools like HackerRank?,,52,50,ninadmhatre,6
2015-10-23 21:32:00,10441414,Ask HN: What do you want to see on your browser's new tab page?,,3,2,newtabpage,21
2016-01-12 20:07:00,10889971,Ask HN: Online learning,,8,4,tmaly,20
2015-10-29 16:50:00,10472427,Ask HN: With the following experience what could I be making?,,1,1,xdinomode,16
2016-08-14 07:28:00,12284629,Ask HN: Any great talks you would like to share?,,47,12,jsnathan,7
2016-09-13 02:52:00,12485320,Ask HN: What was your eureka moment while programming?,,3,2,minionslave,2
2016-01-07 09:21:00,10856925,Ask HN: Which is best Google Office outside US ?,,2,4,haidrali,9
2015-12-28 20:21:00,10803123,Ask HN: What project are you working on over Xmas?,,5,2,ekpyrotic,20
2016-07-16 05:25:00,12105340,Ask HN: When Twitter is going to fix it's URL shortening?,,7,3,vikasr111,5
